Date,Startup,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType,CR,Year,Month
2017-08-25,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"vamm ventures, raksul, dena",Seed Funding,6.1875,2017.0,August
2017-08-25,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"pbs srinivas, vinod martin,",Seed Funding,1.03125,2017.0,August
2017-08-28,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"sistema asia fund, c31 ventures, qualgro.",Private Equity,57.75,2017.0,August
2017-08-29,CureFit,Consumer Internet,End to End health and wellness platform.,Bangalore,"accel partners, idg ventures, kalaari capital,\\xc2\\xa0 uc-rnt fund",Private Equity,206.25,2017.0,August
2017-08-29,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal health, growx ventures, capier investments, globevestor & others",Seed Funding,6.1875,2017.0,August
2017-08-29,Fieldassist,Technology,SAAS based sales force automation services,Gurgaon,small industries development bank of india (sidbi),Debt Funding,0.0,2017.0,August
2017-08-30,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"ward ferry management and karst peak capital,",Private Equity,280.5,2017.0,August
2017-08-30,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,"sequoia india, sofina s.a., zodius capital, kris gopalakrishnan, lakshmi narayanan,",Private Equity,247.5,2017.0,August
2017-01-07,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,reliance corporate advisory services ltd,Seed Funding,8.25,2017.0,January
2017-03-07,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"infuse ventures, jll",Private Equity,21.45,2017.0,March
2017-04-07,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,"asset management (asia) ltd, digital garage inc",Private Equity,165.0,2017.0,April
2017-05-07,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,"kalaari capital, nexus india capital advisors",Private Equity,70.125,2017.0,May
2017-05-07,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"international finance corporation, rocketship, accel partners, jungle ventures, shailesh rao, venture highway",Private Equity,99.0,2017.0,May
2017-05-07,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,bccl,Private Equity,8.25,2017.0,May
2017-06-07,Minjar,Technology,Cloud Solutions provider,Bangalore,"blume ventures, contrarian capital india partners, emergent ventures india, pallav nadhani, ashish gupta, sharad sharma, sirion labs",Seed Funding,0.0,2017.0,June
2017-06-07,MyCity4kids,Consumer Internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,Gurgaon,unknown,Seed Funding,0.0,2017.0,June
2017-07-07,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"india quotient, shunwei capital",Seed Funding,8.25,2017.0,July
2017-07-07,Upwardly.in,Consumer Internet,MF investment platform,Bangalore,"sreeram iyer, suvo sarkar, anita gupta, likemind ventures",Seed Funding,0.0,2017.0,July
2017-10-07,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,mitsui & co.,Private Equity,24.75,2017.0,October
2017-11-07,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,dunamis ventures pte ltd,Private Equity,18.5625,2017.0,November
2017-11-07,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"venture catalysts, sourav ganguly, ankit aditya, moksh sports ventures",Seed Funding,3.828,2017.0,November
2017-11-07,Design Cafe,Consumer Internet,Online Interior Design platform,Bangalore,"fireside ventures, apurva salarpuria, sidharth pansari, sprout capital",Seed Funding,0.0,2017.0,November
2017-12-07,Innoviti,Technology,Digital payments solutions,Bangalore,"sbi-fmo fund, bessemer venture partners, catamaran ventures",Private Equity,152.625,2017.0,December
2017-12-07,VDeliver,Logistics,Door Step Delivery platform,Hyderabad,"corvus ventures, mape advisory group",Private Equity,0.0,2017.0,December
2017-12-07,Bottr.me,Technology,Chatbot creation tool,Bangalore,"500 startups, purvi capital, rajan anandan, abhishek gupta",Seed Funding,0.0,2017.0,December
2017-12-07,Arcatron,Technology,Next Gen Mobility device manufacturer,Pune,indian angel network,Seed Funding,0.0,2017.0,December
2017-07-14,QwikSpec,Technology,Construction site operations and analytics platform,Bangalore,"brigade innovations llp, tv mohandas pai, suhail rahman, bobby reddy, m george oommen",Seed Funding,4.455,2017.0,July
2017-07-14,Chumbak,eCommerce,Designer consumer products Marketplace,Bangalore,blacksoil capital pvt. ltd,Private Equity,14.025,2017.0,July
2017-07-17,Increff,Technology,Sales Solutions for Fashion Brands,Bangalore,"sequoia capital, grey orange, rajesh ramaiah, anshuman das, rishi das",Seed Funding,16.5,2017.0,July
2017-07-17,Vayana,Technology,Enterprise Banking Solutions,Pune,"idg ventures india advisors, jungle ventures",Private Equity,33.0,2017.0,July
2017-07-18,MObiquest,Technology,Mobile Services & Solutions,Noida,one97 communication ltd,Private Equity,0.0,2017.0,July
2017-07-18,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"uber technologies inc, amaya capital llp",Seed Funding,0.0,2017.0,July
2017-07-18,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,xelpmoc,Seed Funding,0.0,2017.0,July
2017-07-18,Hypernova Interactive,Technology,Mobile games creator,Bangalore,kae capital,Seed Funding,0.0,2017.0,July
2017-07-19,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,"ain capital ventures, renaud laplanche",Private Equity,82.5,2017.0,July
2017-07-19,AirCTO,Consumer Internet,AI powered recruitment platform,Bangalore,francesco cara,Seed Funding,0.0,2017.0,July
2017-07-19,Playablo,Technology,Gamified Learning App,Bangalore,abi-showatech (india) ltd,Seed Funding,4.95,2017.0,July
2017-07-20,Trupay,Technology,Online payments platform,Gurgaon,"kae capital, m&s partners,",Seed Funding,5.775,2017.0,July
2017-07-21,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurgaon,"subramani somasundaram, sundeep sahni, mayank mittal & others",Seed Funding,1.65,2017.0,July
2017-07-21,FableStreet,eCommerce,Women Work wear etailer,New Delhi,"harmeet bajaj, pameela p, fusiontech ventures & others",Seed Funding,0.0,2017.0,July
2017-07-21,Monsoon Fintech,Technology,Machine Learning Access platform,New Delhi,"sunil kalra, aditya singh, rishi srivastava, rajan anandan",Seed Funding,0.0,2017.0,July
2017-07-21,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bangalore,"blume ventures, nb ventures, nspira",Seed Funding,0.0,2017.0,July
2017-07-25,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,"stellaris venture partners,",Private Equity,9.9,2017.0,July
2017-07-25,Byjuxe2x80x99s,Consumer Internet,Mobile Learning App,Bangalore,tencent holdings,Private Equity,288.75,2017.0,July
2017-07-26,Creatorxe2x80x99s Gurukul,Others,Co-Working Space Provider,New Delhi,yuvraj singh,Seed Funding,0.0,2017.0,July
2017-07-26,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,goldman sachs,Private Equity,206.25,2017.0,July
2017-07-26,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,"indian angel network, anand mahindra",Seed Funding,1.65,2017.0,July
2017-07-27,1mg,eCommerce,Online Pharmacy,Gurgaon,"hbm healthcare investments, maverick capital ventures, sequoia india, omidyar network and kae capital",Private Equity,123.75,2017.0,July
2017-07-28,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,amen dhyllon,Seed Funding,0.0,2017.0,July
2017-07-28,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,info edge (india) ltd,Private Equity,10.3125,2017.0,July
2017-07-28,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bangalore,roundglass partners,Seed Funding,0.0,2017.0,July
2017-01-06,Tripeur,Technology,Mobile based travel ERP platform,Bangalore,"grace grace techno ventures llp, rajul garg & other undisclosed investors",Seed Funding,0.0,2017.0,January
2017-02-06,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,tvs motor company,Seed Funding,1.9305,2017.0,February
2017-05-06,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,emerging india,Private Equity,412.5,2017.0,May
2017-05-06,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,"lockchain ecosystem global advisors, horseferry",Private Equity,0.0,2017.0,May
2017-06-06,Spinny,eCommerce,Online Used Car marketplace,Gurgaon,"blume ventures, indian angel network, kunal shah, sandeep tandon",Private Equity,8.25,2017.0,June
2017-06-06,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,"arun patodia, bharat kedia",Seed Funding,0.0,2017.0,June
2017-06-06,Ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 startups, ivycap ventures",Private Equity,0.0,2017.0,June
2017-06-06,BHIVE Workspace,Consumer Internet,co-working spaces,Bangalore,blume ventures,Private Equity,9.9,2017.0,June
2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"harsh mahajan, farhan naqvi, sreepathy viswanathan",Seed Funding,8.25,2017.0,June
2017-06-06,GyanDhan,Consumer Internet,Education Marketplace,New Delhi,sundaram finance holdings,Private Equity,0.0,2017.0,June
2017-06-06,Hungry Foal,Consumer Internet,For profit Social Venture,Gurgaon,sbi (stand up india scheme),Private Equity,0.0,2017.0,June
2017-07-06,ZipLoan,Consumer Internet,Online lending platform,New Delhi,waterbridge ventures,Seed Funding,5.3625,2017.0,July
2017-07-06,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,sque capital,Seed Funding,4.95,2017.0,July
2017-08-06,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,bodhtree consulting limited,Seed Funding,1.914,2017.0,August
2017-08-06,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,norwest venture partners,Private Equity,12.375,2017.0,August
2017-08-06,ABI Health,Technology,Unified Digital Health Platform,Bangalore,norwest venture partners,Private Equity,12.375,2017.0,August
2017-08-06,Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"mohan alexander, r. natarajan, vikrant varshney, amit sinha",Seed Funding,2.8875,2017.0,August
2017-09-06,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"pawan borle, nirmal singh, manish prasad, vineet varma, nick haulkoury, abhai s. rao",Seed Funding,2.475,2017.0,September
2017-09-06,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"dr ramesh ayyala, satya muthyala",Seed Funding,2.0625,2017.0,September
2017-12-06,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bangalore,"cao yibin, huang wei, madhusudan e,",Seed Funding,0.0,2017.0,December
2017-12-06,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,yes bank,Debt Funding,64.35,2017.0,December
2017-12-06,Boxx.ai,Technology,Artificial Intelligence,Bangalore,"unicorn india ventures, venky krishnakumar, suresh shankar, vivek bhargava",Private Equity,4.125,2017.0,December
2017-12-06,PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"venture catalysts, alfa capital, green shots capital, real time ventures",Private Equity,8.25,2017.0,December
2017-12-06,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"artha india ventures, singularity holdings, rajan anandan, girish mathrubootham",Seed Funding,6.402,2017.0,December
2017-12-06,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,transamerica,Private Equity,123.75,2017.0,December
2017-06-13,HyperTrack,Technology,Location tracking solutions,New Delhi,"nexus venture partners, founders fund",Private Equity,0.0,2017.0,June
2017-06-13,Goodera,Technology,CSR and sustainability management platform,Bangalore,"nexus venture partners, omidyar network",Private Equity,45.375,2017.0,June
2017-06-13,Digit,Technology,Tech driven Insurance platform,Bangalore,fairfax holdings,Private Equity,0.0,2017.0,June
2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bangalore,tekne capital management llc,Private Equity,412.5,2017.0,June
2017-06-14,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,rb investments,Seed Funding,0.0,2017.0,June
2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,4.125,2017.0,June
2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"sequoia india, nea, prime venture partners",Private Equity,101.475,2017.0,June
2017-06-16,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,"nexus venture partners, mekin maheshwari",Private Equity,8.25,2017.0,June
2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"mohammed khan, sameer narayan & others",Seed Funding,0.825,2017.0,June
2017-06-16,PortDesk,Technology,Maritime Solutions,Noida,alphard maritime group,Seed Funding,16.5,2017.0,June
2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,"cross border angels & experts, rajasthan angel innovators network, the chennai angels",Seed Funding,0.0,2017.0,June
2017-06-16,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,youwecan ventures,Seed Funding,0.0,2017.0,June
2017-06-16,HealthIntel,Healthcare,Online Pharmacy,New Delhi,blip initiatives,Seed Funding,0.0,2017.0,June
2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,Bangalore,eight roads ventures,Private Equity,103.125,2017.0,June
2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"lightspeed india partners, endiya partners, 3one4 capital advisors llp, startupxseed ventures llp",Private Equity,33.0,2017.0,June
2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,Seed Funding,2.475,2017.0,June
2017-06-20,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,paytm,Private Equity,42.9,2017.0,June
2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,"iifl seed ventures, kae capital, fj labs, singularity ventures, growx, tracxn labs, axis capital",Private Equity,19.8,2017.0,June
2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"manipal education and medical group (memg), sar group, the grover trust",Private Equity,37.125,2017.0,June
2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,ibhubs,Seed Funding,1.77375,2017.0,June
2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,"uc-rnt fund, matrix partners, alcon edge capital, dsg consumer partners",Private Equity,255.75,2017.0,June
2017-06-21,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,sequoia capital,Private Equity,0.0,2017.0,June
2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,"general catalyst, founder collective",Private Equity,37.95,2017.0,June
2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"endiya partners, ventureast",Private Equity,16.5,2017.0,June
2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"mekin maheshwari, bharat vijay, krish seshadri, amar arsikere",Seed Funding,4.125,2017.0,June
2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"kae capital, india quotient, ifmr, and mas financial services ltd",Private Equity,33.0,2017.0,June
2017-06-23,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,undisclosed investors,Seed Funding,8.25,2017.0,June
2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"mohit srivastav, kishore ganji, venkat vallabhaneni, rajeev menon",Private Equity,41.25,2017.0,June
2017-06-26,Flipkart,eCommerce,Online marketplace,Bangalore,naspers,Private Equity,585.75,2017.0,June
2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"seedfund, rb international",Private Equity,33.0,2017.0,June
2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"snow leopard ventures, alto partners",Private Equity,41.25,2017.0,June
2017-06-27,Formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,gujarat venture finance ltd,Private Equity,0.0,2017.0,June
2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"the chennai angels, anthill scale ventures, esvee technologies inc, inc95 consulting",Seed Funding,2.56575,2017.0,June
2017-06-28,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"aparup sengupta, devendra reddy,",Seed Funding,0.0,2017.0,June
2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"kalaari capital, udayan goyal",Private Equity,24.75,2017.0,June
2017-06-28,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"sap.io, unilazer ventures",Private Equity,16.5,2017.0,June
2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"abhinav bindra, gaurav marya",Private Equity,8.25,2017.0,June
2017-06-29,ZingHR,Technology,"digital employee solutions,",Mumbai,zeta,Private Equity,0.0,2017.0,June
2017-06-30,Tagos Design,Technology,in-video discovery platform,Bangalore,undisclosed investors,Private Equity,41.25,2017.0,June
2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"vy capital, saif partners, accel partner, bessemer venture partners",Private Equity,173.25,2017.0,June
2017-01-05,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,clairvest group,Private Equity,608.025,2017.0,January
2017-01-05,Power2SME,eCommerce,Buying portal for SMEs,Gurgaon,international finance corporation,Private Equity,82.5,2017.0,January
2017-02-05,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,hyderabad angels,Seed Funding,12.375,2017.0,February
2017-02-05,4tigo,Logistics,Truck Network company,Bangalore,"accel partners, nandan nilekani,",Private Equity,82.5,2017.0,February
2017-02-05,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,dutch government fund,Private Equity,0.0,2017.0,February
2017-02-05,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,3.2175,2017.0,February
2017-03-05,Ola,Consumer Internet,Cab Aggregation App,Bangalore,"falcon edge capital,\\xc2\\xa0 capital advisers",Private Equity,862.125,2017.0,March
2017-03-05,Sumeru,Technology,Software & Mobile development services,Bangalore,undisclosed investors,Seed Funding,8.25,2017.0,March
2017-04-05,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"asuka holdings, youwecan ventures, beenext, beenos, m&s partners",Private Equity,0.0,2017.0,April
2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,nimit panigrahi,Seed Funding,0.0,2017.0,May
2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,hinduja family,Seed Funding,0.0,2017.0,May
2017-05-05,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50k ventures,Seed Funding,0.0,2017.0,May
2017-05-05,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,accel partners,Private Equity,0.0,2017.0,May
2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,rainmatter,Seed Funding,1.92225,2017.0,May
2017-08-05,YepMe,eCommerce,Private Label Fashion etailer,Gurgaon,"rainbow digital services pvt. ltd, ilearnfinance academy pvt. ltd.",Private Equity,5.775,2017.0,August
2017-08-05,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"indian angels network, letsventure",Seed Funding,0.0,2017.0,August
2017-08-05,Devourin,Technology,Restaurant Automation Solution,Pune,deepak nathani,Seed Funding,0.0,2017.0,August
2017-08-05,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"ajay relan, letsventure",Seed Funding,8.25,2017.0,August
2017-08-05,Ace Turtle,Technology,Omni-Channel Platform,Bangalore,"vertex ventures, c31 ventures",Private Equity,41.25,2017.0,August
2017-08-05,CureFit,Technology,Health-Tech Platform,Bangalore,"trifecta capital advisors llp, prathithi investment trust, rnt capital, gokul rajaram, aditya agarwal, ruchi sanghvi & others",Private Equity,26.4,2017.0,August
2017-09-05,Curie Labs,Technology,Energy Analytics startup,New Delhi,satoshi studios,Seed Funding,0.4125,2017.0,September
2017-09-05,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bangalore,anand chandrasekaran,Seed Funding,0.0,2017.0,September
2017-09-05,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,Pune,luxasia group,Private Equity,0.0,2017.0,September
2017-09-05,Sequretek,Technology,IT Security & Data Management Services,Mumbai,"gvfl, unicorn india ventures",Private Equity,0.0,2017.0,September
2017-10-05,Lucideus,Technology,Cyber Security Startup,New Delhi,"vellayan subbiah, jonathan boutelle, rajan anandan,\\xc2\\xa0 rahul chawla, salil donde, amit ranjan, govind rajan & others",Seed Funding,0.0,2017.0,October
2017-10-05,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"times internet, gvfl",Private Equity,11.55,2017.0,October
2017-10-05,Shopclues,eCommerce,Online marketplace,Gurgaon,innoven capital,Private Equity,63.525,2017.0,October
2017-10-05,Fourth Ambit,Consumer Internet,Community Building platform,Bangalore,1crowd,Seed Funding,4.95,2017.0,October
2017-10-05,Chymera VR,Technology,Advertising Platform for Virtual Reality,Bangalore,"varsha rao, surojit chatterjee, nirav choksi & others",Seed Funding,0.0,2017.0,October
2017-11-05,Early Salary,Consumer Internet,Online lending platform,Pune,"dg ventures india, dewan housing finance corp",Private Equity,33.0,2017.0,November
2017-11-05,Book My Diamond,eCommerce,Diamond B2B eTailer,Mumbai,chirag nikunj sheth & others,Seed Funding,0.0,2017.0,November
2017-11-05,ION Energy,Technology,Clean Tech Startup,Mumbai,"aakrit vaish, swapan rajdev, sushill jiwarajka",Seed Funding,0.0,2017.0,November
2017-12-05,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,impanix capital,Private Equity,41.25,2017.0,December
2017-12-05,Log 9 Materials,Technology,NanoTech product developer,Bangalore,gems,Seed Funding,0.0,2017.0,December
2017-12-05,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"infibeam, ccavenue",Private Equity,3.8445,2017.0,December
2017-12-05,Aequm,eCommerce,Cloud ECommerce platform,Bangalore,undisclosed investors,Seed Funding,8.25,2017.0,December
2017-05-15,Zapty,Technology,Project Management tool,Bangalore,ideaspring capital,Seed Funding,4.125,2017.0,May
2017-05-15,Vernacular.ai,Technology,Multi-lingual AI Platform for Businesses,Bangalore,kstart capital,Seed Funding,0.0,2017.0,May
2017-05-16,Niki.ai,Technology,AI-based chatbot,Bangalore,sap,Private Equity,0.0,2017.0,May
2017-05-16,Telr,Technology,Online Payment Gateway,Mumbai,innovations east,Private Equity,24.75,2017.0,May
2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,rocketship,Private Equity,4.125,2017.0,May
2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed Funding,2.0625,2017.0,May
2017-05-17,Paysense,Consumer Internet,Online Lending platform,Mumbai,jungle ventures,Private Equity,43.725,2017.0,May
2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"ayesha takia azmi, abu farhan azmi",Seed Funding,8.25,2017.0,May
2017-05-18,PumpKart,eCommerce,Online Water Pumps etailer,Chandigarh,dr. ritesh malik,Seed Funding,0.0,2017.0,May
2017-05-18,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bangalore,softbank group,Private Equity,11550.0,2017.0,May
2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"dheeraj pandey, rajesh yohannan, akash garg",Seed Funding,8.25,2017.0,May
2017-05-19,HealthSutra,Food & Beverage,Health Food Maker,Hyderabad,"ankur capital, hyderabad angels",Seed Funding,0.0,2017.0,May
2017-05-20,YepMe,eCommerce,Private Fashion Brand etailer,New Delhi,gokaldas exports ltd,Private Equity,0.0,2017.0,May
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,fosun international,Private Equity,247.5,2017.0,May
2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"jll, 1crowd",Seed Funding,4.125,2017.0,May
2017-05-23,TravelSpice,ECommerce,Travel ECommerce portal,Hyderabad,eagle10 ventures,Seed Funding,0.0,2017.0,May
2017-05-23,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"lightspeed venture partners, vy capital,",Private Equity,54.45,2017.0,May
2017-05-23,The Print,Consumer Internet,News Portal,New Delhi,"ratan tata, nandan nilekani, uday kotak, vijay shekhar sharma, kiran mazumdar-shaw, rajiv c mody",Seed Funding,0.0,2017.0,May
2017-05-23,Box8,Consumer Internet,Food Delivery Platform,Mumbai,trifecta capital,Private Equity,8.25,2017.0,May
2017-05-24,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,undisclosed investors,Seed Funding,4.785,2017.0,May
2017-05-25,Aye Finance,Finance,Non-Banking Financial Company,Gurgaon,blue orchard,Private Equity,66.0,2017.0,May
2017-05-26,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,lahiri music\\xe2\\x80\\x99s family office,Seed Funding,0.0,2017.0,May
2017-05-29,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,unknown,Seed Funding,0.0,2017.0,May
2017-05-29,Nivesh,Consumer Internet,Online MF investment platform,Noida,"pv sahad, sandeep shroff, rahul gupta",Seed Funding,0.0,2017.0,May
2017-05-29,Wowflux,Technology,image Processing solution,New Delhi,undisclosed investors,Seed Funding,0.0,2017.0,May
2017-05-29,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,carpediem capital,Private Equity,28.875,2017.0,May
2017-05-30,Loadshare,Logistics,Express Logistics Network,Bangalore,matrix partners,Seed Funding,0.0,2017.0,May
2017-05-30,SimpliLend,Consumer Internet,Online lending platform,New Delhi,undisclosed investors,Seed Funding,0.0,2017.0,May
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"soma capital, great oaks ventures, 122 west ventures",Private Equity,12.375,2017.0,May
2017-05-30,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"nasper, accel india, saif partners, bessemer venture partners, harmony partners, norwest venture partners",Private Equity,660.0,2017.0,May
2017-05-31,SastaSundar,eCommerce,Online Pharmacy,Kolkata,rohto pharmaceutical,Private Equity,41.25,2017.0,May
2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"lightspeed india partners, waterbridge ventures",Private Equity,57.75,2017.0,May
2017-01-04,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"mathew cyriac, florintree advisors,",Private Equity,31.35,2017.0,January
2017-03-04,Eruditus,Education,Executive Education Provider,Mumbai,bertelsmann india,Private Equity,67.65,2017.0,March
2017-03-04,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,matrix partners india,Private Equity,0.0,2017.0,March
2017-03-04,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,quadria capital advisors,Private Equity,330.0,2017.0,March
2017-03-04,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,rohitash gupta,Seed Funding,0.0,2017.0,March
2017-03-04,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,unicorn india ventures & others,Private Equity,0.0,2017.0,March
2017-04-04,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,aspada investments,Private Equity,22.275,2017.0,April
2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bangalore,bessemer venture partners,Private Equity,50.325,2017.0,April
2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"stellaris venture partners, helion venture partners, powerhouse ventures, gokul rajaram, girish mathrubootham, aneesh reddy, vispi daver",Private Equity,30.4425,2017.0,April
2017-04-04,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"kalaari capital, norwest venture partners",Private Equity,57.75,2017.0,April
2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"keyur joshi, pavan bakeri",Seed Funding,4.125,2017.0,April
