Date,Startup,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType,CR,Year,Month
2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,unknown,Seed/ Angel Funding,12.375,2018.0,July
2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,payu & others,Private Equity,148.5,2018.0,July
2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,unknown,Seed/ Angel Funding,0.0,2018.0,July
2018-07-23,VTION,Technology,Media Analytics,Gurugram,"angellist, rahul khanna, rajeev arora and ram ramsundar.",Seed/ Angel Funding,2.31,2018.0,July
2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"metaform ventures, hemant luthra, micro venture capital firm gems partners and others",Seed/ Angel Funding,3.597,2018.0,July
2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,gray matters,Seed/ Angel Funding,1.485,2018.0,July
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,fairfax,Private Equity,371.25,2018.0,July
2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"allcargo logistics, navneet education and mahavir agency",Private Equity,140.25,2018.0,July
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"beenext , weh ventures and sprout ventures",Seed/ Angel Funding,10.3125,2018.0,July
2018-07-25,iqlect,Technology,Data Analytics Firm,Bengaluru,ventureast and exfinity,Seed/ Angel Funding,20.625,2018.0,July
2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"bharat innovation, idfc-parampara capital, arthavida ventures, jitendra gupta & others",Seed/ Angel Funding,9.075,2018.0,July
2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,makemytrip,Private Equity,0.0,2018.0,July
2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,lindwall family investments llc (lfi),Private Equity,4.125,2018.0,July
2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,amazon alexa fund & dentsu ventures,Private Equity,90.75,2018.0,July
2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"idg ventures, accel partners, kalaari capital and others",Private Equity,990.0,2018.0,July
2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"tpg, norwest venture partners, sequoia capital & matrix partners",Private Equity,825.0,2018.0,July
2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,kantilal patel,Seed/ Angel Funding,41.25,2018.0,July
2018-01-06,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"sabre partners, puneet dalmia & others",Private Equity,82.5,2018.0,January
2018-04-06,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,aspire logistics llc,Seed/ Angel Funding,1.03125,2018.0,April
2018-04-06,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"bhairavi jani, alok divatia, namrata kaul, sohail hashemi, aijaz saleem",Seed/ Angel Funding,0.0,2018.0,April
2018-05-06,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"anil advani, pramod jain, amrendra reddy and manish satnaliwala.",Seed/ Angel Funding,0.0,2018.0,May
2018-05-06,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,nb ventures and others,Seed/ Angel Funding,0.0,2018.0,May
2018-07-06,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,oman india joint investment fund (oijif),Private Equity,189.75,2018.0,July
2018-07-06,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"sequoia capital india, saif partners, y combinator and venture highway",Private Equity,94.875,2018.0,July
2018-10-06,AyeFinance,Finance,Online Lending Platform,Gurugram,"capitalg, saif partners and lgt impact ventures",Private Equity,177.375,2018.0,October
2018-11-06,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,mumbai angels network,Seed/ Angel Funding,0.0,2018.0,November
2018-12-06,Alpha Capital,Finance,Supplychain Finance,Mumbai,alpha capital,Private Equity,122.1,2018.0,December
2018-12-06,eshakti,E-Commerce,Fashion e-tailer,Chennai,paragon partners,Private Equity,83.325,2018.0,December
2018-12-06,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,saama capital and sequoia capital,Seed/ Angel Funding,24.75,2018.0,December
2018-06-13,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"spiral ventures, subho ray and samir kumar",Seed/ Angel Funding,2.475,2018.0,June
2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"letsventure, rajan anandan, basab pradhan, vivek khare and bijoy george",Seed/ Angel Funding,3.7125,2018.0,June
2018-06-13,Whatxe2x80x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,rannvijay singha,Seed/ Angel Funding,0.0,2018.0,June
2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,brand capital,Seed/ Angel Funding,28.4625,2018.0,June
2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,helix investments,Private Equity,39.6,2018.0,June
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,lighthouse funds & thuasne participations,Private Equity,173.25,2018.0,June
2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,hyperplane venture capital and several angel investors,Seed/ Angel Funding,14.025,2018.0,June
2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,menterra venture & artha initiatives,Seed/ Angel Funding,0.0,2018.0,June
2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"shorooq investments, letsventure & others",Seed/ Angel Funding,9.075,2018.0,June
2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"accel partners, sequoia india, y combinator and others.",Private Equity,123.75,2018.0,June
2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"sequoia capital, accel partners & raghunandan gangappa",Private Equity,75.075,2018.0,June
2018-06-25,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,softbank vision fund & info edge (india) ltd,Private Equity,1650.0,2018.0,June
2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,diageo india,Private Equity,33.0,2018.0,June
2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,equanimity venture fund,Seed/ Angel Funding,8.25,2018.0,June
2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,one 97 communications,Private Equity,73.8375,2018.0,June
2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"accel partners, idg venture, endiya partners, pi ventures, vh capital, axilor ventures and binny bansal",Private Equity,156.75,2018.0,June
2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,undisclosed existing investors as well as the tamarind family trust,Private Equity,37.125,2018.0,June
2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,speciale invest & others,Seed/ Angel Funding,9.075,2018.0,June
2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bengaluru,leo capital,Seed/ Angel Funding,16.5,2018.0,June
2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,shiva gunapu & others,Seed/ Angel Funding,0.0,2018.0,June
2018-02-05,OpenTap,Finance,Online Lending Platform,Chennai,unknown high net-worth individuals,Seed / Angel Funding,3.7125,2018.0,February
2018-02-05,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"b capital, international finance corporation (ifc), accel partners and idg ventures",Private Equity,181.5,2018.0,February
2018-03-05,Disprz,IT,SaaS,Chennai,"il&fs private equity, kae capital & others",Seed / Angel Funding,20.625,2018.0,March
2018-07-05,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,unknown,Seed / Angel Funding,1.85625,2018.0,July
2018-09-05,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"unitus ventures, behram vakil and jerxis vandrevala",Seed / Angel Funding,8.25,2018.0,September
2018-11-05,Earth Food,Consumer Internet,Agri-tech,Pune,rairah corporation,Seed / Angel Funding,7.82925,2018.0,November
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",Private Equity,198.0,2018.0,May
2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"prime venture partners, stellaris venture partners and mayur abhaya srisrimal",Private Equity,34.65,2018.0,May
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengaluru,blume ventures,Seed/ Angel Funding,2.475,2018.0,May
2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"kalaari capital, unilever ventures and blume ventures",Private Equity,57.75,2018.0,May
2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,credika and unnamed angel investors,Seed/ Angel Funding,4.125,2018.0,May
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,letsventure,Seed/ Angel Funding,6.06375,2018.0,May
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,rs shanbag,Seed/ Angel Funding,6.06375,2018.0,May
2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"insistor, oikocredit",Seed/ Angel Funding,16.5,2018.0,May
2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"ashish kacholi, s chand group",Seed/ Angel Funding,16.5,2018.0,May
2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,atul gupta and saurabh rastogi,Seed/ Angel Funding,2.41725,2018.0,May
2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"amazon, ashish dhawan, catamaran ventures, nr narayana murthy.",Seed/ Angel Funding,99.0,2018.0,May
2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"prashant mehta, mitali pawar, nikhil g and bhavesh p, r ranganathan, oncotrust and medintel services pvt. ltd",Seed/ Angel Funding,1.65,2018.0,May
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"kalaari capital, omidyar network and accion venture labs",Seed/ Angel Funding,12.375,2018.0,May
2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,amazon inc. and mastercard,Private Equity,66.0,2018.0,May
2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,treebo,Private Equity,0.0,2018.0,May
2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"indusage partners, bill & melinda gates foundation, qualcomm venture, abb technology ventures, omnivore, blume ventures, venture highway and beenext",Private Equity,115.5,2018.0,May
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"accion venture lab, yournest venture capital and other angel investors",Seed/ Angel Funding,10.725,2018.0,May
2018-02-04,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"exfinity venture, saha fund partners, arihant patni of patni family office, anjali bansal, shardul amarchand mangaldas, satish khanna and taparia family office.",Private Equity,16.5,2018.0,February
2018-02-04,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,subhkam ventures and mohit khadaria,Seed / Angel Funding,2.5377,2018.0,February
2018-02-04,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"vishal bali, yogesh misra, thomas assessments and others",Seed / Angel Funding,0.0,2018.0,February
2018-02-04,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,unknown,Seed / Angel Funding,10.725,2018.0,February
2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"chryscapital, existing investors, elevar equity, lgt impact, omidyar network and kaizen private equity also participated in the round",Private Equity,453.75,2018.0,April
2018-05-04,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"maheshwar peri, founder and chairman of career information portal careers360, and jamshed jeejeebhoy, director at byramjee jeejeebhoy pvt. ltd were among the angels",Seed / Angel Funding,1.2375,2018.0,May
2018-05-04,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"accel partners, tiger global and others",Private Equity,82.5,2018.0,May
2018-09-04,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,omidyar network. blume ventures and professor shlomo ben-haim,Seed / Angel Funding,23.1,2018.0,September
2018-09-04,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,fireside ventures,Seed / Angel Funding,8.25,2018.0,September
2018-09-04,Elemential,Technology,Blockchain Platform,Mumbai,"matrix partner, amrish rau, investopad, digital currency group, hinduja group, lightspeed india, eight innovate, amit ranjan, prashant malik and others",Seed / Angel Funding,0.0,2018.0,September
2018-09-04,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,unknown,Seed / Angel Funding,0.380655,2018.0,September
2018-10-04,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,kae capital management,Seed / Angel Funding,0.0,2018.0,October
2018-10-04,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"fundamentum, saif partners, bessemer venture partners, rb investments & others",Private Equity,99.0,2018.0,October
2018-12-04,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"sri capital, waterbridge ventures and thinkuvate",Seed / Angel Funding,8.25,2018.0,December
2018-12-04,AyeFinance,Finance,Online Lending Platform,Gurugram,"blueorchard finance ltd, hinduja leyland finance and intellegrow",Debt Funding,37.95,2018.0,December
2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,lok capital,Seed / Angel Funding,16.5,2018.0,April
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,mr. manoj prasad,Seed / Angel Funding,4.125,2018.0,April
2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"rajan anandan, madhusudhan kannan, jayant kadambi, puneet gupta and pradeep k jaisingh",Seed / Angel Funding,0.0,2018.0,April
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"international finance corporation, transamerica and others.",Private Equity,181.5,2018.0,April
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,tr capital,Private Equity,0.0,2018.0,April
2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,shilpa shetty kundra,Private Equity,0.0,2018.0,April
2018-04-19,Fyle Technologies,Technology,AI Based Expense Management Platform,Bengaluru,pravega ventures and beenext,Seed / Angel Funding,9.075,2018.0,April
2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"line ventures corporation, line corp, naver, shinhan bank and ts investment",Private Equity,189.75,2018.0,April
2018-04-22,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"biz stone, kunal bahl, rohit bansal, alagu periyannan and karthee madasamy",Private Equity,0.0,2018.0,April
2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,vidal healthcare,Seed / Angel Funding,15.675,2018.0,April
2018-04-22,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",Private Equity,90.75,2018.0,April
2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,unknown,Seed / Angel Funding,1.2375,2018.0,April
2018-04-23,Capital Float,Finance,Online Lending Platform,Bengaluru,amazon,Private Equity,181.5,2018.0,April
2018-04-25,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"gems advisory, alok mittal and sachin bhatia",Seed / Angel Funding,2.0295,2018.0,April
2018-04-26,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"neoplux, oppo, idg ventures india, kalaari capital, gree ventures and summit media",Private Equity,45.375,2018.0,April
2018-04-26,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"omidyar network, nandan nilekani, blume ventures, helion venture partners",Private Equity,0.0,2018.0,April
2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"sequoia capital, maverick capital ltd and hbm healthcare investments ltd",Private Equity,82.5,2018.0,April
